label,review
1,"额，生活中给我带来正面影响的人其实还蛮多的。嗯，举一个例子的话，应该是我的高中数学老师，嗯，他的话，就是，额，从平常日常里的一些行为，包括是他的一个，讲课的一个方式，他讲述的内容也好，就各种方面都会在影响着你，让你感觉他很积极向上的一个感觉，虽然他会，也会有那种，有的时候会很，内个，烦躁，就工作上面啊，教学上面会有一些困难什么的，但是，确确实实他大部分时间传达给我的一个感觉是一个，很，让我想要努力变得更好，这样一个状态。有的时候就看到他很认真的备课，他的备课笔记写的非常清楚，作为一名相当有水平，教学经验也十分充足的高中老师，他其实没有必要去做那样的一个辛苦的事情，但是他确确实实，每年，每一次，每一天都在认真准备题目，都在认真的讲，每一道题都写的清清楚楚，我觉得这个认真的态度特别的让我希望我自己也能变得更好
"
0,额，好像没有过失眠，就，额，很少吧。失眠的时候就是，额，那个时候应该是脑子里一直在想事情，就，有什么东西堵着，梗着，然后，不想睡，睡不着。也，额，就，不过还行，额，好像没有刻意的说是真的睡不着，就是，有的时候也只是难过一会，然后，会，到，到了某个点真的难过的劲过了，就，还是会睡吧，也没有说睡不着，怎么也睡不着这种情况，额，应该是没有吧
1,我，我其实已经不太知道我会不会开心了，就感觉很久，很长一段时间，就我的情绪都不太的好，都都不太好。然后，大部分情况下，它可能很容易悲伤。然后有的时候我可能笑，但是我我甚至我现在回想，我都不知道我当时是不是开心的。当时可能没有那么悲伤，但是我也不知道我有没有能够感觉到说，开心之类的。可能嗯比如说说我八百米跑完，然后我觉得那个成绩还可以的时候，我可能会感觉到好一些，但是我是我不我不能确定我是不是开心激动或是兴奋的。
0,"我最后悔的事情是没有在高三的时候，有去愤怒的能力与勇气。当时我没有狠狠地怼，怼我的班主任，这一直让我现在很后悔。就，然后当时高三很多愤怒的时候我是没有发泄出来的，我一直压抑过来。我之前以为自己过去了，缓一段时间就好了，但他们一直影响到了我现在。就是，我最后悔的事情就是，就是没有在当时，他们侵犯我，我权利的时候，我就爆发出我的愤怒，没有。后悔就是，而且也很后悔说，当时自己可能把他，对他们的压抑给，不是，对他们的讨厌给压抑下来了，然后加上自己可能对他们还有尊敬，甚至某种情况下因为是我的班主任，甚至还有一些，嗯，对我来说嗯现在看来有点讨好谄媚的成分。虽然不是很严重，但这让我感觉非常的难受，而且当时父母也没有站在我这边，我都没有表现出，就是我把我的愤怒都压抑出来，没有强有力地去攻击他，这让我感觉非常意难平，嗯，一直折磨我吧算是。
"
1,"上一次感到开心的时候就是刚才吃晚饭时，因为在一个以前比较少去的食堂，发现了一个好吃的菜
"
0,"没有想说特别后悔的事情
"
1,"我的母亲，因为她一直告诫我要乐观的生活，并且，就算你生活当中遇到了挫折你也要勇敢的面对他们，并且能够积极的去改正。如果实在不行呢，也要有勇气从头再来。然后她也跟我说事情要一件一件的做好，所以我认为她对我的影响很大，并且带来了很多正面影响
"
0,"上一次与人争吵好像还是，额，小组作业里面，在最后要上台呈现之前，我们分工上出现问题的时候，额，那次是因为，本来说好是两个同学一起上去讲，但是有一位同学，在我们上台讲之前的一两天，他说我不太想讲了，然后，当时就感觉，不是很开心。但也不能算争吵就是，可能也是我的原因，我态度比较的强硬，就和平常比起来还是有一点点类似于争吵，但最后的结果还是我们两个人一起上台，所以，结果还是好的，并且我之后冷静下来也是，额，理智的继续沟通下去
"
1,"晚上吃了北苑食堂的一种炒饭，回来的时候还喝了奶茶所以很开心
"
0,"有关高考志愿，本来可以报一个提前批，但是，额，就是没有去这次机会
"
1,"我放松的时候最喜欢，额，随便走一走散散步。因为这个时候很多时候是以一种旁观者的身份去观察身边的人和事情，看看别人忙碌的生活，然后，我只是一种旁观者的角度，不需要参与一些事务，不需要处理一些事务，只是观察
"
0,"我可能没办法去比较出一个最后悔的事情，实际上我现在对后悔的这个问题不是很敏感，我只是觉得后悔没有太大的意义，可能有意义的相对来说是反省。嗯，但，后悔我觉得既然已经发生了没必要再去悔恨他
"
1,"今天去，早上去公司的时候被发了圣诞节的糖果很开心
"
0,"在公司里给模型调参，一直没有办法刷到数据第一，好烦哦
"
1,"放松的时候最喜欢看一看简单的剧或者电影，或者其他东西，玩一玩简单的游戏，因为他们比较放松，嗯，不需要个人思考吧，基本上跟着作者的思路往下走就可以了，而且停下来很快
"
0,"大概是，考试周结束之后回家路上，让我感觉这学期自己的事情，做的不太好，然后，没有找到一些有趣的事情，大概这样吧
"
1,"走廊那一头的树是红色的，那一头的树是绿色的
"
0,"我小学就应该开始学英语的
"
1,"额，班主任，乐观的看待生活
"
0,"大概一九年年末考试周的时候，做项目的时候观点不合
"
1,"放松的时候最喜欢做的就是，一边听着音乐，一边刷贴吧或者是看一些新闻，因为这样可以了解一些比较有趣的事情，也能比较好的缓解自己的情绪
"
0,"最近一次不开心，应该就是在考完计算机网络这门课的时候吧，因为就感觉考的比较差。然后，期末因为一些，一些课程的项目，设计没有完成，然后就导致，额，最后的复习的时间不够用，然后平常的时候，听讲也没有做到比较认真的听讲，就，所以最后的考试的结果就
"
1,"在图形学的答辩的过程中获得了非常好的效果，开心是因为一学期终于结束，最后一次答辩取得了非常好的效果
"
0,"上一次争吵是跟父母之间，因为他们，想让我在假期过程中有一个合理的自己的学习规划，然后就强迫我要去学习
"
1,"最好的朋友大概就是，能在难过的时候陪伴自己吧
"
0,"额，应该是，嗯，爷爷过世的时候没有及时赶回去吧
"
1,"打篮球，因为既可以缓解精神压力又可以锻炼身体
"
0,"应该是在去年的五月份，当时是和我的室友，在半夜的时候有一点小的争吵。因为当时已经是凌晨三点多了，我的室友在看F1的比赛，但是他，就是没有，可能当时看的也是太，太过激动了，没有顾及到我在睡觉，所以，就是，喊得声音比较大，把我直接吵醒了，所以我当时就非常生气，和他当时，有一些小的争执
"
1,"应该是朋友吧，就，在我遇到困难的时候给了我很多帮助和指引
"
0,"很少失眠，偶尔失眠的时候也没有什么感觉，只是比较惊讶，过了很久发现我还醒着
"
1,"昨天，额，在网上查那个，期末考试成绩的时候，发现，那个就自然辩证法，那个成绩92分，听说这个成绩还挺高的，所以感觉特别
"
0,"我感觉我生气的时候不是特别多，然后生气的时候处理自己的情绪的话，嗯，我觉得，我暂时没有什么特别好的处理方式，但是我感觉这个对我不会造成什么比较大的影响吧，毕竟不是自己认为自己不是一个特别爱生气的人
"
1,"吃的，就比如说，桂林米粉，卷筒粉，烧鸭，烧鹅，柠檬鸭
"
0,就是那种仗着自己，就是性格特别大大咧咧，然后，其实，就是，经常，就是会做一些伤害别人举动的事情
1,"最近感到开心的事就是放假了吧
"
0,"上一次，好像，与别人争吵，已经忘了是什么时候了
"
1,"我放松的时候喜欢看美食视频和玩游戏，因为能让我放松呀，什么都不要想
"
0,"额，我很少失眠，然后失眠的时候，没，就感觉就是能不能睡着，随便吧
"
1,"的时候喜欢看小说，因为，就是看有趣的故事会心情比较愉快
"
0,"嗯，生气的时候一般会听音乐，一个人静一静，或者去外面运动，发泄一下情绪
"
1,"生活中给我带来正面影响的人应该是我的妈妈，嗯，爸爸和我的，额，朋友，然后，额，女朋友，他们就是很可爱，会给我一些正确的引导，然后，能够使我很开心，看到他们就很开心
"
0,"我不经常失眠但是，额，每天要隔一段，上床之后要隔一段时间才能睡觉，这段时间我就会想一些有的没的，并不是很痛苦
"
1,"家乡的风景好，空气好，然后家乡的人民特别热情
"
0,是前面一次写的程序出了BUG
1,"放松的时候就是最喜欢去，打球或者是在宿舍里看电视看比赛，然后有时候还会出去到现场去看比赛，就感觉可以让整个大脑都放松一下，什么都不用想
"
0,"我最讨厌的事情应该就是排队插队的现象，因为我本身就算是一个就是并没有那么耐心的人，然后我在排队的时候，突然就旁边有人插队的话我会特别的生气，然后，有的时候我会就，和他，和他就是会说这个事情的
"
1,"上一次感到开心应该是，额，发现自己喜欢的动画一次更
"
0,"那要看是什么样的情况吧，就是，普通的话我觉得应该没，没什么，就比较生气的话一般会看，看情况，一般会先憋着吧，然后，等到有机会的话会和朋友啊之类的，吐槽一下之类的
"
1,"最喜欢家乡的气候吧，就夏天，夏天也就二十多度，冬天也就十度左右，比较适合居住吧
"
0,"大概就是在，抢不到车票的时候吧，因为买机票，真的，真的要贵很多。然后，春运嘛，就，就很多方法都试了还是抢不到
"
1,"上一次开心是今天中午的时候我有一个从小就特别好的朋友去了日本考学，考了好多所，考了半年多了都没有考上，终于今天中午拿到了录取通知书，就非常替他开心
"
0,"最近一次不开心应该是期末考试吧，因为当时状态不是很好，就是，每一门复习都，想学也学不进去，不想学又不敢放，就非常自责。嗯，然后，刚刚看了出来的成绩，有的也不是很理想，所以挺，挺懊悔
"
1,"那时候最喜欢做的事情是追剧，额，一般来说，嗯，追剧的话会按照自己的喜好分为演员或者是某种特定的题材。为什么喜欢呢，其实我觉得，嗯，往往剧，额，或者是相，相关的书籍的话，他展示的是另外一个世界，往往还有他自己自带的世界观和价值观，然后你在追剧的过程或者是阅读相关书的过程当中相当于是体验了一遍不一样的经历，我决定这是最有意思的部分
"
0,"我很少失眠，然后仅有的失眠的时候，是，会觉得脑袋很兴奋，但是身体很疲惫，然后你熬过了一段时间之后，你就自然的，就是太累了就会睡着
"
1,"我最放松的时候喜欢睡觉看电影或者玩玩游戏，因为做这些事的时候我不需要思考很多令人非常压抑非常痛苦的事情
"
0,"我没有经常失眠，但是失眠的时候呢，我就会感觉非常的难受，因为我这场失眠的话，可能会导致我明天的工作节奏也会被打乱，然后我明天，如果不能得到足够的休息的话，明天可能我就不能很好的完成应该完成的工作，然后，第二天我可能会继续睡不着
"
1,"额，我最好的朋友应该是王毅，他，他最吸引我的，首先是他非常的聪明，额，怎么说呢，他就读于清华大学，并且在清华大学，额，至少在大一一年的学期种是排名专业第一，然后，除此以外，他还比较喜欢去打排球，然后也是他们民乐，清华民乐团中的一员，也经常随团去各地演出，额，所以他能在有限的时间里，然后去达到这么一个成绩，我觉得是非常非常聪明的，并且在高中的时候他也是属于思维非常敏捷，经常会想到一些标准答案之外，比标准答案还要巧妙的一些做法。额，其次，他是，他，他，他比较善良比较体贴，就是在我，就是不开心的时候，但是他也比较忙的时候，他还是会抽出时间去，去陪我聊天，去安慰我，去，或者说是给我一些建议。其次，我觉得他是，他是规划能力比较好的一个人，他，我觉得他能把他自己要做的事情，额，想，就是想处理的一些事情都安排的非常的井井有条，对，这是我觉得他比较吸引我的一些地方。
"
0,"最后悔的事情肯定就是高三的时候没有好好锻炼身体，然后，导致，而且就是会熬夜啊，或者不吃早饭啊，就导致胃变得比较不好，然后会在高考之前，就在高考之前，就是各种上吐下泻，然后，然后考前大概半个小时才到了考场，然后整个人状态也非常非常的差，然后导致我整个考语文的时候是，等于说是大脑一片空白，嗯，最后也导致了我，我的语文就是包括作文甚至会写偏题，然后语文成绩最后出来，也不是特别特别的理想，对，和我，而且本身我的语文相对来说是我的一个优势项目，最后变成了，甚至变成了可能全班倒数的水平，这个也是让我非常非常的难以接受的，然后所以，怎么说呢，这应该算是我，有限的，二十，二十年的人生中，比较后悔的事情，然后，对应该差不多，就这样
"
1,"额，父母监督我好好学习
"
0,"哇，最近不开心的事就是一直考试吧，考试，连续三天考试，而且考了三大主科，非常重要，感觉自己复习的并不好
"
1,"我认为是我的父母，老话说父母是孩子第一任老师，从我记事到高中毕业为止，我在与他人的交往中很少谈及道德为人方面的问题，而父母作为引导者时刻关注我的行为，予以指正或者褒奖，并且尽可能的以身作则，让我明白如何
"
0,"生活中令人烦躁的事情很多，学习和游戏时都有。不论大小的话，最近的一次是在玩游戏的时候输了一把，毕竟竞技游戏，想赢很正常，虽然输完之后懊恼了一段时间，觉得自己和队友之间配合的不是很好，但是很快就抛到脑后了
"
1,"家乡的人和食物
"
0,"我没有什么最后悔的事情，因为我觉得做完什么事情之后就不要后悔，向前看就好了
"
1,"喜欢听音乐因为很放松
"
0,"跟好朋友说呗
"
1,"前两天回家，然后和同学聚会的时候，大家说一起玩，玩斗地主吧。然后斗地主玩着玩着，就，刚开始是没有说要花，就是赌钱什么什么的，但是，后来因为为了更加刺激一点，就五角，五角钱一局，然后虽然五角钱大家都是有输有赢，但也不多，后来说换一个花样玩，就是玩另外一种玩法，结果我是第一次玩，玩着玩着就抽到一副王炸，翻了好多倍一次性赚了四十多块钱，直接把回家的车票给赚了
"
0,"就前两天ipad摔坏了，然后，要寄回京东给他维修，然后就正在做这个东西的适合，我的老爹风风火火地跑过来跟我说赶紧去寄快递还在这磨蹭什么。然后，当时就，明明自己已经在做这个事情了，然后他还是带着一副指使的语气，然后两个人就发生了争吵，就跟他说已经在搞了，不要急，什么什么，然后就吵了一会
"
1,"我放松的时候最喜欢去学校附近的海边走一走，因为平时的课业压力比较大，所以需要看看大海来缓解一下心情
"
0,"我最近一次感到不开心的时候就是上周吧，我们老师找我干个杂活，给他填一个材料。我和，嗯，我和我的另外一个师兄，用了将近一天的时间，熬到，熬到凌晨才给他填完，嗯。这件事本来可以提前做的，但是他没有早通知我
"
1,"喜欢睡觉，因为睡觉很舒服
"
0,"太久远了，不记得了，嘻
"
1,"上一次感到开心，是拿到面上项目的时候因为自己付出了那么多的努力最后终于有了好的成果
"
0,"深呼吸，跟其他人抱怨，骂几句
"
1,"嗯，我最好的一个朋友，嗯，他就是，额，虽然说，就是，志趣爱好和我不是特别合，但是为人特别开朗和豪爽，然后，对朋友么，也是倾心相助，坦诚相见。大家有困难时都会一起帮忙，有好处的时候都会一起分享。差不多就是这样。
"
0,"最讨厌人么当然就是打王者时候遇到那些死马仔，就特别，能够坏人心态，一直在那边发什么干得漂亮、收到，虽然我也经常那么干，但我纯粹是为了反击他们。然后，呃，演员懂吗，就是，那种，嗯，就尤其是哪种导演，花钱，就是请人在对面或是自己这边安排，彼此安排上分那种。
"
1,"其实也没什么最好的朋友，算了吧。
"
0,"不经常，不经常失眠。
"
1,"我觉得生活中给我带来正面影响的人应该是我的父母吧。他们把我带到这个世界上来，然后为我塑造了正确的三观，让我积极健康地成长，教会我怎样做一个，怎样做一个有用的人吧，怎样做一个积极向上的人，把我变成了今天这个样子。他们对我的正面影响几乎是无时无刻的，所以我觉得给我带来最大正面影响的人应该是我的父母。
"
0,"我不经常失眠。我失眠的时候往往就是第二天会有非常重要或者非常令我心绪难平的事吧，才会失眠。失眠的时候感觉就是，额，睡不着，脑海里越来越精神，越来越清明，反而是陷入一种比较亢奋的状态下，这样就导致就是，越来越睡不着了，就失眠了。
"
1,"建筑。
"
0,"食堂打饭和阿姨争吵。因为阿姨不给我把两个菜分开，她要把两个菜打到一个盘子里。
"
1,"放松的时候最喜欢听歌。因为我喜欢唱歌。
"
0,"嗯，不记得有愤怒和懊恼了。不开心的话，都是生活中的小事情吧，然后很快的话也会过去。
"
1,"就是，嗯，他跟我们一起长大，性格特别能包容别人，然后很温柔的那种人。
"
0,"最近一次是，就是有两门专业课成绩出来后，就觉得自己本来可以拿优的但还是拿了良。
"
1,"嗯，上一次感到开心的时候是上个周末和男朋友一起出去看画展，原因是因为好久都没有这样，就两个人在一起开开心心的，没有什么压力
"
0,"最讨厌的人或事情，大概是虚伪的人或者虚伪的事情
"
1,"我放松的时候就喜欢看看视频，就觉得比较，可以把自己从当前的生活中剥离出来，然后去进入到另外一个完全不同的世界里面，去体验别人的人生，会觉得比较有意思吧，比较能够放松自己，对。
"
0,"最讨厌的人会是谁啊，啊，一下子想不起来吧。但我感觉最讨厌的人就是，啊，就是不诚实的人，欺骗你的人。不管是，就是欺骗你肯定会有情感上的欺骗，因为你肯定很信任他。那当你很信任这个人但是他欺骗了你，会让你，啊，让我觉得很不能接受，一时间没有办法从里面走出来这种感觉。
"
1,"上一个寒假的时候。因为我看完了一部自己最喜欢的动漫。
"
0,"一年以前吧，当时我的心情不太好因为复杂的原因。
"
1,"其实最近没有让我感觉特别开心的大事，我觉得生活中特别细小的小事也能让人开心吧。比如说，听音乐随机到了自己最喜欢的歌曲，比如说下班的路上路过中医院闻到了最喜欢的中药的气味，然后在比如说，嗯，就是都是一些很小的事情但就是很容易让我开心。
"
0,"最后悔的事，我觉得我这个人没有最后悔的事，可能就一些小事会后悔，比如说发生失误啊什么的。但是就是都是一些小事。我这个人就是不会对大事感到后悔。虽然可能证明我当时做错了或者是结果很失败，但是我觉得那是我人生的一部分。是那一部分一部分、一件一件的小事、一件一件的大事才构成了我的人生，构成了现在的我，所以我不会感到非常后悔。
"
1,"与妈妈爸爸通视频的时候。
"
0,"不太记得清楚，好像是上个礼拜什么时候。
"
1,上一次比较激动的时候是晚上打游戏的时候，就因为在打CS
0,"有时候会失眠，然后就是失眠的时候就是会头感觉很头疼，然后就是想睡睡不着觉，心情比较烦躁，然后头也比较晕，然后还会头疼。
"
1,"就出去大吃了一顿。
"
0,"漫无目的的等待。
"
1,"最近的一次是上周，因为买了喜欢的东西。
"
0,"嗯比较后悔的就是，大一下大二上考的不是很好。其实没有什么后悔的事情，其实个人感觉没有什么特别后悔的事情。
"
1,"给我带来正面影响的人是我的同学们。好几位同学都值得我学习他们，他们对我的评价中规中矩，比较勤奋。
"
0,"我最讨厌的就是那些比较懒惰的人。有些人啊，怎么说呢，平时对自己的东西不怎么上心，然后不下功夫，到最后结果不好，然后就啊呀，自己天赋不行，就这些，我觉得这种人挺讨厌的。
"
1,"我喜欢家乡的梅干菜。
"
0,"冷静。
"
1,"阳光开朗大方，热情奔放，然后待人热情，然后对朋友也比较好，人也很好。
"
0,"最后悔的事情就是当年高考的时候没有那么努力，没有考上自己理想的大学。
"
1,"我最好的朋友他个子不高，戴着眼镜，然后也很活泼很可爱，他是单眼皮也有一双很好看的眼睛。他比较吸引我的地方是很乐于助人，然后有一些动作也会说让我觉得非常的愉快，然后在我不开心的时候她也会安慰我。
"
0,"在我印象里面我没有和别人特别激烈地争吵过，就是最多是有一些小摩擦，就是两个人聊一下就能解决的问题。
"
1,"我最放松的时候我一般会睡觉，听音乐，看韩剧，看电影。因为我感觉平时的学习生活比较紧凑，每当我放松的时候会尽可能地用这些娱乐的方式来解压，当然我也会选择运动。运动是减压的最好的方式吧，我认为。而且通过运动还可以消耗我的卡路里。
"
0,"我不经常失眠，但我是属于那种睡觉特别敏感的人，就是有一点灯，就是在我浅睡的时候，刚刚入睡的时候，感觉自己入睡是比较快的，但是如果是有一点声音，嗯就会被吵醒。比如说舍友突然翻了一个身，或者是说，嗯，外面施工的声音。所以一直都还蛮困扰我的，所以我买了耳塞，有助于我睡眠，就是很快的就是进入到一个深睡的状态。
"
1,"喜欢看漂亮的女孩子剪辑出来的视频。因为看着他们就会很开心，很放松。
"
0,"和我的男朋友在两天前。因为我觉得他在敷衍我，他骗了我。
"
1,"我觉得身边优秀的同学和朋友都会给我带来正面的影响。就是跟他们聊天的时候知道他们平时的一些事情其实都是可以影响到我的，都可以给我带来正面的影响。
"
0,"记不太清最近和别人争吵是什么时候了。因为很久没有跟别人争吵了。但是脑海里有印象的跟别人的争吵也是因为工作原因，就是在海报的设计上出现了一个比较大的分歧，然后再协商是失败的，任务又恨紧急，影响又是很大的，于是因为这个原因跟别人发生了争吵。但是不是我自己跟别人吵，是我们一群人跟一个人吵。
"
1,"我最好的朋友，也说不上为什么，总是跟我很合拍。有的时候，我们经常会几天，几周，几个月，甚至大半年没有联系，但是每当我们联系起来的时候，就会有说不完的话，他跟我分享我喜欢的事，我跟他分享我在做的一些东西，两个人总是会一直聊到耳机没电，甚至手机没电才不依不舍地挂断电话。虽然他离我只有二十分钟的高铁车程，但是还是一个学期都没有一次两次机会可以看到他，过年的时候也通常没法聚在一起。但是，每当我们相遇的时候，每当我们坐下来喝点东西聊聊天的时候，就会有一种莫名的熟悉感，大概那就是，心有灵犀？或者是，一种只有你自己，你们两个才懂得默契吧
"
0,"上一次跟别人吵架，可能，一年或半年之前吧。因为什么我也，不太记得了，个人是一个非常不爱跟别人争的人，就，每当遇到问题的时候，就是，我不与谁争，谁与我争我也不屑。我爱大自然，其次是艺术，我手捧着希望之火取暖，火萎了，我也准备走了
"
1,"忽然想太开心的事情其实蛮难的。因为最近事情特别多，压力特别大，很难想到说非常开心的事情。觉得唯一开心的就是准备到国庆了，可以休息一下，这算是唯一开心的吧，其他的还真的想不到。
"
0,"感觉最近因为压力大，一直在和家里人争吵。所以上一次应该也是最近，前两天吧。其实我觉得争吵的内容不是什么大事，就还是情绪感染，最近特别特别烦，然后一有什么事情不太能掌控的时候就有点不耐烦。
"
1,"老师。老师为人师表。
"
0,"好像是想不起来，跟别人争吵诶。
"
1,"喜欢发发呆，听听歌。嗯，因为很喜欢音乐，然后发呆的时候感觉比较轻松。
"
0,"前几天吧。希望有一个同学不要把，负罪感，就是不要让自己太有负罪感，但是他觉得我不能理解他的情绪，然后就有一点点小的争吵。
"
1,"我放松的时候喜欢自己做好吃的，或者是看比较愉悦的电影。这样给我做成功吃的会有一种成功感和满足感，嗯看过一些老电影脑子会放空。
"
0,"上一次跟别人争吵应该是跟我妈，跟我妈妈。是因为被催婚。
"
1,"上周二晚上踢球的时候。
"
0,"记不清了，已经很久很久没有跟别人争吵过了。大概是，可能是和我妈吵架吧。因为我不给她干活。
"
1,"友好，善良，活泼开朗，乐于学习。
"
0,"上一次争吵是和女朋友争吵。原因是因为一些很细小的小事儿，但是之后我们就和好了。
"
1,"最近感到开心的事情就是去见了自己喜欢的小哥哥，看他在篮球场上打篮球还递了一瓶矿泉水给他，就很满足。
"
0,"也不算争吵吧，但是自己可能会有一些不满的情绪，就在微信群里会发文字来表达自己的情绪。我是觉得班长安排工作安排得不是很合理，就表达了自己的意见，就不算是争吵。我本人也不太会争吵。
"
1,"喜欢看雪，喜欢我们家楼下做烤冷面叔叔的烤冷面，加肠加蛋不要辣
"
0,"我好像不怎么和别人吵架，上一次和别人吵架，可能还是因为跟我爸爸吵架吧。我平时在宿舍的话是不会跟舍友吵架的，一般都是我气他们，但是我不跟他们吵。跟我爸爸都吵架的话，我跟我爸已经吵习惯了，觉得可能二十岁了不会再吵架，但，可能还是会吵，但是就是吵完之后处理问题的方式可能会变得更成熟一点，就是两个人都会向彼此道歉，这样，我觉得这个是我们两个的一个成长，不仅是我，也是我爸的一个成长
"
1,"他的脾气很好，会纵容我的很多东西。我的故意任性的时候，就是他都不会计较。
"
0,"上一次争吵应该算是一周前吧。也不能算争吵只能算争论，就是关于为什么要否定别人、怎么否定别人，然后是不是需要有理有据的问题。因为发现自己身边的舍友越来越杠精。
"
1,"喜欢家乡的青山绿水。
"
0,"是上周。是因为他想跟我解释什么事情，反而我觉得不需要解释。
"
1,"诶？我放松的时候最喜欢睡觉，因为睡觉使我开心。
"
0,"时间太久远了，我已经忘啦。我好像没有跟人争吵过。对啊，我好像是没有跟人吵架。
"
1,"气候比较好，空气质量比较好，吃的东西比较符合口味，然后山地口味重口味点。
"
0,"在高铁站买票的时候，旁边有个老大娘硬要说我插队，她自己站在旁边，她觉得我插了她的队的。就很离谱，然后整个人也是特别神经质的一个傻货。
"
1,"放松的时候喜欢看书。因为觉得在书里面可以感受各种不同的人生，然后让自己的心情得到放松。
"
0,"嗯，最后悔的事情，没有最后悔的事情吧。人生不如意十有八九，心态放好就好啦，就不会有后悔的事情了。就坚定自己每一个选择都是对的。
"
1,"一边看电影一边打游戏。因为这样比较放松嘛，比较开心，也可以缓解平常中工作的压力吧。
"
0,"很久很久以前了吧。应该是大学本科的时候，可能和舍友一起争吵吧，因为他在我睡觉的时候抽烟，我有点受不了。
"
1,我最好的朋友现在在中国地质大学读博士，他比较活泼开朗，而且积极向上，同时非常的上进。平时跟他接触的时候我就觉得他非常的健谈，他平时的学习中也很靠谱，阅读了大量论文，然后对于做科学研究来说他也有很多自己独到的见解。
0,我呢目前在读博士，我最近一次感到懊恼和不开心，是在上个月，我做出来的实验结果。嗯，很难从理论方面很难对其进行理论上的解释。所以那一段时间我很不开心。很。很懊恼很不开心。
1,"最近没什么让我开心的事情。
"
0,上一次和人争吵，不记得了。最近时间都没有与人争吵过。
1,"初中同学。他的情商很高。
"
0,"不是特别经常。睡得不舒服。
"
1,听音乐，因为听音乐能让我感到放松，忘记一些烦恼的事。
0,"最讨厌的事就是别人不经我同意乱翻我东西。
"
1,"我喜欢和朋友一起玩游戏，因为这样的话大家一起玩聊聊天，挺热闹挺开心的。
"
0,"我最讨厌那种比较傲慢，然后没有礼貌，喜欢随便嘲讽别人，不顾他人感受的那些人。
"
1,刚才中午觉睡了两小时可开心了。
0,"会和朋友们说一下，或者是一些没有什么一些比较小的让我生气的事，就一会就气消了过去了。
"
1,"放松的时候最喜欢闭着眼睛想一些个让自己高兴的事，因为这样情绪会越来越好。
"
0,"最近一次情绪不好，还是因为工作上的事，因为一些个认为是不公平不公正，或者是不正确的占到了主导地位。
"
1,我的一个表姐。他整个人都很积极向上，也很阳光开朗，然后处事风格也很利落，能给我带来很多事情给我带来很多很好的建议，不管是工作上还是生活上。
0,曾经有一份 offer很好很满意，当时因为种种原因加上家里的意见，后面整个职业生涯规划完全是朝另外一条是比较后悔的。
1,"我放松的时候比较喜欢看一些直播，这样的话可以使自己的身心得到一定的放松。
"
